Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
1325,wether,english\dzdm\X5\X5-14-DZ\F017\F017_055.wav,what is the temperature in chengdu now
1326,wether,english\dzdm\X5\X5-14-DZ\F017\F017_056.wav,what is the temperature in suzhou now
1327,wether,english\dzdm\X5\X5-14-DZ\F017\F017_057.wav,should i carry an umbrella
1328,wether,english\dzdm\X5\X5-14-DZ\F017\F017_058.wav,do i need an umbrella
1329,wether,english\dzdm\X5\X5-14-DZ\F017\F017_059.wav,should i take an umbrella
1330,wether,english\dzdm\X5\X5-14-DZ\F017\F017_060.wav,is there rain in wuhan tomorrow
1331,wether,english\dzdm\X5\X5-14-DZ\F017\F017_061.wav,is there rain in chongqing the day after tomorrow
1332,wether,english\dzdm\X5\X5-14-DZ\F017\F017_062.wav,is there rain in hangzhou three days from now
1333,radio,english\dzdm\X5\X5-14-DZ\F017\F017_063.wav,turn the radio to am nine hundred and sixty three
1334,radio,english\dzdm\X5\X5-14-DZ\F017\F017_064.wav,turn the radio to fm ninety point one
1335,radio,english\dzdm\X5\X5-14-DZ\F017\F017_065.wav,turn the radio to fm eighty eight
1336,radio,english\dzdm\X5\X5-14-DZ\F017\F017_066.wav,turn the radio to fm ninety five point nine
1337,radio,english\dzdm\X5\X5-14-DZ\F017\F017_067.wav,turn the radio to nine hundred and ninety nine
1338,radio,english\dzdm\X5\X5-14-DZ\F017\F017_068.wav,turn the radio to one thousand and eight
1339,radio,english\dzdm\X5\X5-14-DZ\F017\F017_069.wav,turn the radio to one thousand and seventeen
1340,radio,english\dzdm\X5\X5-14-DZ\F017\F017_070.wav,play the radio to am one thousand and twenty six
1341,radio,english\dzdm\X5\X5-14-DZ\F017\F017_071.wav,play the radio to am six hundred and seventy five
1342,radio,english\dzdm\X5\X5-14-DZ\F017\F017_072.wav,play the radio to am six hundred and eighty four
1343,radio,english\dzdm\X5\X5-14-DZ\F017\F017_073.wav,play the radio to fm ninety seven point four
1344,radio,english\dzdm\X5\X5-14-DZ\F017\F017_074.wav,play the radio to fm a zero point six
1345,radio,english\dzdm\X5\X5-14-DZ\F017\F017_075.wav,play the radio to fm one hundred and two point five
1346,radio,english\dzdm\X5\X5-14-DZ\F017\F017_076.wav,play the radio to seven hundred and twenty
1347,radio,english\dzdm\X5\X5-14-DZ\F017\F017_077.wav,play the radio to eight nine one
1348,radio,english\dzdm\X5\X5-14-DZ\F017\F017_078.wav,play the radio to nine zero zero
1349,radio,english\dzdm\X5\X5-14-DZ\F017\F017_079.wav,tune the radio to am nine zero nine
1350,radio,english\dzdm\X5\X5-14-DZ\F017\F017_081.wav,tune the radio to am nine two seven
1351,radio,english\dzdm\X5\X5-14-DZ\F017\F017_082.wav,tune the radio to fm nine three point four
1352,radio,english\dzdm\X5\X5-14-DZ\F017\F017_083.wav,tune the radio to fm ninety three point four
1353,meida,english\dzdm\X5\X5-14-DZ\F017\F017_084.wav,play the song bye bye bye by lovestoned or not
1354,meida,english\dzdm\X5\X5-14-DZ\F017\F017_085.wav,bye bye beautiful by nightwish in usb
1355,meida,english\dzdm\X5\X5-14-DZ\F017\F017_086.wav,gotta have you by the weepies in usb
1356,meida,english\dzdm\X5\X5-14-DZ\F017\F017_087.wav,mistletoe by justin bieber in usb
1357,meida,english\dzdm\X5\X5-14-DZ\F017\F017_088.wav,heartbeat song by kelly clarkson
1358,meida,english\dzdm\X5\X5-14-DZ\F017\F017_089.wav,i just wanna run by the downtown fiction
1359,meida,english\dzdm\X5\X5-14-DZ\F017\F017_090.wav,demons by imagine dragons
1360,meida,english\dzdm\X5\X5-14-DZ\F017\F017_091.wav,a song by jewel in usb
1361,meida,english\dzdm\X5\X5-14-DZ\F017\F017_092.wav,a song by lady gaga in usb
1362,meida,english\dzdm\X5\X5-14-DZ\F017\F017_093.wav,a song by one direction in usb
1363,meida,english\dzdm\X5\X5-14-DZ\F017\F017_094.wav,a song by passenger
1364,meida,english\dzdm\X5\X5-14-DZ\F017\F017_095.wav,a song by lady gaga
1365,meida,english\dzdm\X5\X5-14-DZ\F017\F017_096.wav,a song by avril lavigne
1366,meida,english\dzdm\X5\X5-14-DZ\F017\F017_097.wav,open the album i'm crazy in usb
1367,meida,english\dzdm\X5\X5-14-DZ\F017\F017_098.wav,open the album you raise me up in usb
1368,meida,english\dzdm\X5\X5-14-DZ\F017\F017_099.wav,open the album she in usb
1369,meida,english\dzdm\X5\X5-14-DZ\F017\F017_100.wav,open the album unity
1370,meida,english\dzdm\X5\X5-14-DZ\F017\F017_101.wav,open the album now and forever the ballads
1371,meida,english\dzdm\X5\X5-14-DZ\F017\F017_102.wav,open the album some type of love
1372,meida,english\dzdm\X5\X5-14-DZ\F017\F017_103.wav,open the sing when you're winning in usb
1373,meida,english\dzdm\X5\X5-14-DZ\F017\F017_104.wav,open the energy drink in usb
1374,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_105.wav,please ring the number one five nine eight three nine seven eight seven four five
1375,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_106.wav,please ring the number one four seven eight five zero three one zero eight eight
1376,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_107.wav,please ring one eight two three eight five three zero eight six seven
1377,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_108.wav,please ring one eight three seven four two two one six three seven
1378,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_109.wav,i would also like to call one eight six one one eight five three three nine six
1379,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_110.wav,i would also like to call one four five two four one nine seven two three four
1380,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_111.wav,i wanna call one three three zero eight nine two seven five two six
1381,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_112.wav,i wanna call one five three nine seven three eight four three three four
1382,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_113.wav,call love me's number starting with one eight nine
1383,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_114.wav,call luisa's number starting with one eight nine
1384,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_115.wav,call mamam's number starting with one eight nine
1385,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_116.wav,call manoj ananta's number starting with one eight nine
1386,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_117.wav,call maria fernandez's number starting with one eight nine
1387,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_118.wav,call mark's number starting with one eight nine
1388,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_119.wav,call masud target's china unicom number starting with one five two
1389,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_120.wav,call mather's company number starting with one five seven
1390,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_121.wav,call matin new's residence number starting with one five eight
1391,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_122.wav,call michelle's private number starting with one five nine
1392,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_123.wav,call mofazzal's family number starting with one four seven
1393,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_124.wav,call mohsin's office number starting with one eight two
1394,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_125.wav,call my love's china mobile number
1395,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_126.wav,call niki's china telecommunications number
1396,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_127.wav,call nokia careline's china unicom number
1397,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_128.wav,call paul canda's company number
1398,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_129.wav,call philip's residence number
1399,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_130.wav,call pratim tusk's private number
1400,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_131.wav,re dial
1401,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_132.wav,call back
1402,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_133.wav,help me call back
1403,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_134.wav,call back the last number
1404,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_135.wav,ring back the last number
1405,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_136.wav,ring back
1406,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_137.wav,call back the previous number
1407,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_138.wav,call the previous number
1408,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_139.wav,ring back the previous number
1409,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_140.wav,ring the previous number
1410,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_141.wav,help me redial back
1411,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_142.wav,help me redial
1412,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_143.wav,redial the last call
1413,telephone,english\dzdm\X5\X5-14-DZ\F017\F017_144.wav,i need to redial the last call
1414,map,english\dzdm\X5\X5-14-DZ\F017\F017_145.wav,i want to grab some coffee near trust mart spicy hot pot
1415,map,english\dzdm\X5\X5-14-DZ\F017\F017_146.wav,i want to grab some coffee near right way real estate
1416,map,english\dzdm\X5\X5-14-DZ\F017\F017_147.wav,i want to grab some food around my destination
1417,map,english\dzdm\X5\X5-14-DZ\F017\F017_148.wav,i want to get some food near electron qiu chang road community residents' committee
1418,map,english\dzdm\X5\X5-14-DZ\F017\F017_149.wav,i want to get some food near electron court community
1419,map,english\dzdm\X5\X5-14-DZ\F017\F017_150.wav,i want to get some food near a little sunshine bar baby wardrobe
1420,map,english\dzdm\X5\X5-14-DZ\F017\F017_151.wav,i want to get some food near old beijing spring pancake store
1421,map,english\dzdm\X5\X5-14-DZ\F017\F017_152.wav,i want to get some food near korean fast food restaurant
1422,map,english\dzdm\X5\X5-14-DZ\F017\F017_153.wav,i want to get some food near seven star
1423,map,english\dzdm\X5\X5-14-DZ\F017\F017_154.wav,i want to get some food nearby
1424,map,english\dzdm\X5\X5-14-DZ\F017\F017_155.wav,i want to find the prada along the route
1425,map,english\dzdm\X5\X5-14-DZ\F017\F017_156.wav,i want to find the cost co along the route
1426,map,english\dzdm\X5\X5-14-DZ\F017\F017_157.wav,i want to find the cherokee along the route
1427,map,english\dzdm\X5\X5-14-DZ\F017\F017_158.wav,i want to find the google along the route
1428,map,english\dzdm\X5\X5-14-DZ\F017\F017_159.wav,i want to find the burger king along the route
1429,map,english\dzdm\X5\X5-14-DZ\F017\F017_160.wav,i want to find the nike along the route
1430,map,english\dzdm\X5\X5-14-DZ\F017\F017_161.wav,i want to find the bhg mall along the destination
1431,map,english\dzdm\X5\X5-14-DZ\F017\F017_162.wav,i want to find the lexus along the destination
1432,map,english\dzdm\X5\X5-14-DZ\F017\F017_163.wav,i want to find the yahoo along the destination
1433,map,english\dzdm\X5\X5-14-DZ\F017\F017_164.wav,i want to find the puma along the destination
1434,map,english\dzdm\X5\X5-14-DZ\F017\F017_165.wav,i want to find the walmart along the destination
1435,map,english\dzdm\X5\X5-14-DZ\F017\F017_166.wav,i want to find the nissan along the destination
1436,map,english\dzdm\X5\X5-14-DZ\F017\F017_167.wav,show me the amazon near home
1437,map,english\dzdm\X5\X5-14-DZ\F017\F017_168.wav,show me the coco banana near home
1438,map,english\dzdm\X5\X5-14-DZ\F017\F017_169.wav,show me the reebok near home
1439,map,english\dzdm\X5\X5-14-DZ\F017\F017_170.wav,show me the honda near home
1440,map,english\dzdm\X5\X5-14-DZ\F017\F017_171.wav,show me the buick near home
1441,map,english\dzdm\X5\X5-14-DZ\F017\F017_172.wav,show me the intel near home
1442,map,english\dzdm\X5\X5-14-DZ\F017\F017_173.wav,show me the u p s near company
1443,map,english\dzdm\X5\X5-14-DZ\F017\F017_174.wav,show me the skii near company
1444,map,english\dzdm\X5\X5-14-DZ\F017\F017_175.wav,show me the po lo near company
1445,map,english\dzdm\X5\X5-14-DZ\F017\F017_176.wav,show me the golf near company
1446,map,english\dzdm\X5\X5-14-DZ\F017\F017_177.wav,show me the eddy's bar near company
1447,map,english\dzdm\X5\X5-14-DZ\F017\F017_178.wav,show me the ebay near company
1448,map,english\dzdm\X5\X5-14-DZ\F017\F017_179.wav,navigate to tianjin
1449,map,english\dzdm\X5\X5-14-DZ\F017\F017_180.wav,hangzhou
1450,map,english\dzdm\X5\X5-14-DZ\F017\F017_181.wav,shenyang
1451,map,english\dzdm\X5\X5-14-DZ\F017\F017_182.wav,take me to people's square southwest gate
1452,map,english\dzdm\X5\X5-14-DZ\F017\F017_183.wav,take me to block d wanda plaza
1453,map,english\dzdm\X5\X5-14-DZ\F017\F017_184.wav,take me to site tech hotel
1454,map,english\dzdm\X5\X5-14-DZ\F017\F017_185.wav,take me to national stadium
1455,map,english\dzdm\X5\X5-14-DZ\F017\F017_186.wav,i want to go to oriental pearl
1456,map,english\dzdm\X5\X5-14-DZ\F017\F017_187.wav,i want to go to happy home decoration
1457,map,english\dzdm\X5\X5-14-DZ\F017\F017_188.wav,i want to go to spring garden
1458,map,english\dzdm\X5\X5-14-DZ\F017\F017_189.wav,i want to go to hilton hotel group
1459,map,english\dzdm\X5\X5-14-DZ\F017\F017_190.wav,how do i go to china sports lottery
1460,map,english\dzdm\X5\X5-14-DZ\F017\F017_191.wav,how do i go to china welfare lottery
1461,map,english\dzdm\X5\X5-14-DZ\F017\F017_192.wav,how do i go to right way real estate
1462,map,english\dzdm\X5\X5-14-DZ\F017\F017_193.wav,how do i go to seven star
1463,map,english\dzdm\X5\X5-14-DZ\F017\F017_194.wav,how do i go to yangzhou restaurant
1464,map,english\dzdm\X5\X5-14-DZ\F017\F017_195.wav,how do i go to show house
1465,map,english\dzdm\X5\X5-14-DZ\F017\F017_196.wav,how do i get to north china photo electric
1466,map,english\dzdm\X5\X5-14-DZ\F017\F017_197.wav,how do i get to newsstand
1467,map,english\dzdm\X5\X5-14-DZ\F017\F017_198.wav,how do i get to tom sweet
1468,map,english\dzdm\X5\X5-14-DZ\F017\F017_199.wav,how do i get to bus parking lot
1469,map,english\dzdm\X5\X5-14-DZ\F017\F017_200.wav,how do i get to sunny new trunk
1470,map,english\dzdm\X5\X5-14-DZ\F017\F017_201.wav,how do i get to fortune garden
1471,map,english\dzdm\X5\X5-14-DZ\F017\F017_202.wav,how do i get to united hotel
1472,map,english\dzdm\X5\X5-14-DZ\F017\F017_203.wav,help me navigate to kefir fresh milk tea
1473,map,english\dzdm\X5\X5-14-DZ\F017\F017_204.wav,help me navigate to cest han cafe
1474,map,english\dzdm\X5\X5-14-DZ\F017\F017_205.wav,help me navigate to elements hotel
1475,map,english\dzdm\X5\X5-14-DZ\F017\F017_206.wav,help me navigate to green vision gallery
1476,map,english\dzdm\X5\X5-14-DZ\F017\F017_207.wav,help me navigate to classical artistic gallery
1477,map,english\dzdm\X5\X5-14-DZ\F017\F017_208.wav,help me navigate to china women's university
1478,map,english\dzdm\X5\X5-14-DZ\F017\F017_209.wav,help me navigate to panda pet house
1479,map,english\dzdm\X5\X5-14-DZ\F017\F017_210.wav,i want to find coffee way
1480,map,english\dzdm\X5\X5-14-DZ\F017\F017_211.wav,i want to find north west flavor snack
1481,map,english\dzdm\X5\X5-14-DZ\F017\F017_212.wav,i want to find great wall lenovo computer
1482,map,english\dzdm\X5\X5-14-DZ\F017\F017_213.wav,i want to find great wall
1483,map,english\dzdm\X5\X5-14-DZ\F017\F017_214.wav,i want to find the palace museum
1484,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_001.wav,i need to check my agenda on new year's day
1485,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_002.wav,i need to check my schedule on women's day
1486,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_003.wav,i want to check my agenda on thursday
1487,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_004.wav,i want to check schedule on friday
1488,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_005.wav,i want to check my agenda on saturday
1489,scheduled_destination,english\dzdm\X5\X5-14-DZ\F018\F018_006.wav,i want to check my schedule on sunday
1490,news,english\dzdm\X5\X5-14-DZ\F018\F018_007.wav,i want to check some news about international news
1491,news,english\dzdm\X5\X5-14-DZ\F018\F018_008.wav,i want to check some news about sports news
1492,news,english\dzdm\X5\X5-14-DZ\F018\F018_009.wav,i want to check some news about economy news
1493,news,english\dzdm\X5\X5-14-DZ\F018\F018_010.wav,i want to check some news about social news
1494,news,english\dzdm\X5\X5-14-DZ\F018\F018_011.wav,i want to check some news about society news
1495,news,english\dzdm\X5\X5-14-DZ\F018\F018_012.wav,i want to check some news about politics news
1496,news,english\dzdm\X5\X5-14-DZ\F018\F018_013.wav,i want to check some news about entertainment news
1497,news,english\dzdm\X5\X5-14-DZ\F018\F018_014.wav,i want to check some news about technology news
1498,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_015.wav,how is the traffic at the intersection of north fifth road and suzhou north alley
1499,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_016.wav,how is the traffic at the intersection of beijing east road and beijing middle road first alley
1500,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_017.wav,how is the traffic at the intersection of beijing middle road and middle street second alley
1501,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_018.wav,how is the traffic at the intersection of shanghai road and third middle alley
1502,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_019.wav,how is the traffic at the intersection of huangshan road and suzhou north alley in tianjin
1503,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_020.wav,how is the traffic at the intersection of huangshan north road and huangshan north road
1504,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_021.wav,how is the traffic at the intersection of huangshan east road and huangshan east road
1505,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_022.wav,how is the traffic at the intersection of shenzhen middle road and shenzhen middle road
1506,traffic,english\dzdm\X5\X5-14-DZ\F018\F018_023.wav,how is the traffic at the intersection of shenzhen west road and shenzhen west road
